ECC6 ECP Production                                                    Foreign Currency Valuation                                                    Time 08:47:35     Date  02.08.2017
Brisbane                                                                                                                                     FAGL_FC_VALUATION/JGRABKA Page           1
Key Date 31.07.17
Valuation in Company code currency (10)
Method Z001 Rio Tinto Foreign Currency Revaluation
Ledger Group 0L


		Ld	CoCd	AccTy	G/L	Account Nu	DocumentNo	Itm	    Amount in FC	Crcy	  Amount CC.Curr	CC.Curr	Exch. Rat	S	 Exch.rate	Typ	  Old Difference	  New Difference	   Amount Posted
			8800	S	195500		1200011035	  1	      55,903.55	USD	      52,124.47	EUR	  0.85100		 0.93240	ZU	           0.00	-4,550.62	-4,550.62
			8800	S	195500		1200011048	  1	  24,866,209.30	USD	  23,239,959.21	EUR	  0.85100		 0.93460	ZU	           0.00	-2,078,848.74	-2,078,848.74
			8800	S	195500		1200011149	  1	      60,245.59	USD	      57,064.62	EUR	  0.85100		 0.94720	ZU	           0.00	-5,795.70	-5,795.70
			8800	S	195500		1200011155	  1	      17,229.50	USD	      16,319.78	EUR	  0.85100		 0.94720	ZU	           0.00	-1,657.50	-1,657.50
			8800	S	195500		1200011198	  1	-142,390.27	USD	-134,872.06	EUR	  0.85100		 0.94720	ZU	           0.00	      13,698.13	      13,698.13
			8800	S	195500		1200011214	  1	-167,178.57	USD	-157,833.29	EUR	  0.85100		 0.94410	ZU	           0.00	      15,564.55	      15,564.55
			8800	S	195500		1200011332	  1	          30.50	USD	          28.83	EUR	  0.85100		 0.94525	ZU	           0.00	-2.87	-2.87
			8800	S	195500		1200011376	  1	       1,599.84	USD	       1,504.49	EUR	  0.85100		 0.94040	ZU	           0.00	-143.03	-143.03
			8800	S	195500		1200011406	  1	-100,653.02	USD	-93,929.40	EUR	  0.85100		 0.93320	ZU	           0.00	       8,273.82	       8,273.82
			8800	S	195500		1200011420	  1	-2,284,605.37	USD	-2,123,540.69	EUR	  0.85100		 0.92950	ZU	           0.00	     179,344.61	     179,344.61
			8800	S	195500		1200011524	  4	     386,598.03	USD	     362,860.91	EUR	  0.85100		 0.93860	ZU	           0.00	-33,866.51	-33,866.51
			8800	S	195500		1200011547	  1	       2,524.50	USD	       2,369.50	EUR	  0.85100		 0.93860	ZU	           0.00	-221.15	-221.15
			8800	S	195500		1200011582	  1	     134,816.35	USD	     129,949.48	EUR	  0.85100		 0.96390	ZU	           0.00	-15,220.95	-15,220.95
			8800	S	195500		1200011600	  1	     120,783.55	USD	     115,601.94	EUR	  0.85100		 0.95710	ZU	           0.00	-12,815.30	-12,815.30
			8800	S	195500		1200011623	  1	      41,361.62	USD	      39,595.48	EUR	  0.85100		 0.95730	ZU	           0.00	-4,396.80	-4,396.80
			8800	S	195500		1200011650	  1	-36,055.35	USD	-34,587.90	EUR	  0.85100		 0.95930	ZU	           0.00	       3,904.85	       3,904.85
			8800	S	195500		1200011655	  1	-19,489.38	USD	-18,696.16	EUR	  0.85100		 0.95930	ZU	           0.00	       2,110.72	       2,110.72
			8800	S	195500		1200011680	  1	-1,686.17	USD	-1,617.54	EUR	  0.85100		 0.95930	ZU	           0.00	         182.61	         182.61
			8800	S	195500		1200011715	  1	     309,054.56	USD	     295,672.50	EUR	  0.85100		 0.95670	ZU	           0.00	-32,667.49	-32,667.49
			8800	S	195500		1200011744	  1	-2,060,376.00	USD	-1,970,337.57	EUR	  0.85100		 0.95630	ZU	           0.00	     216,960.38	     216,960.38
			8800	S	195500		1200011805	  1	-51,270.15	USD	-48,465.67	EUR	  0.85100		 0.94530	ZU	           0.00	       4,834.84	       4,834.84
			8800	S	195500		1200011861	  1	          29.42	USD	          27.98	EUR	  0.85100		 0.95105	ZU	           0.00	-2.94	-2.94
			8800	S	195500		1200011863	  1	           0.01	USD	           0.01	EUR	  0.85100		 1.00000	ZU	           0.00	           0.00	           0.00
			8800	S	195500		1200011912	  1	-16,029.06	USD	-15,121.01	EUR	  0.85100		 0.94335	ZU	           0.00	       1,480.30	       1,480.30
			8800	S	195500		1200011940	  4	     148,084.97	USD	     138,629.74	EUR	  0.85100		 0.93615	ZU	           0.00	-12,609.63	-12,609.63
			8800	S	195500		1200011977	  1	      69,807.22	USD	      65,664.16	EUR	  0.85100		 0.94065	ZU	           0.00	-6,258.31	-6,258.31
			8800	S	195500		1200012021	  1	-121,677.36	USD	-113,263.37	EUR	  0.85100		 0.93085	ZU	           0.00	       9,716.10	       9,716.10
			8800	S	195500		1200012033	  1	-406,932.99	USD	-378,590.11	EUR	  0.85100		 0.93035	ZU	           0.00	      32,290.69	      32,290.69
			8800	S	195500		1200012069	  1	      97,732.44	USD	      91,599.73	EUR	  0.85100		 0.93725	ZU	           0.00	-8,429.56	-8,429.56
			8800	S	195500		1200012073	  1	-1,291,609.00	USD	-1,210,560.54	EUR	  0.85100		 0.93725	ZU	           0.00	     111,403.03	     111,403.03
			8800	S	195500		1200012117	  1	-139,731.18	USD	-133,289.57	EUR	  0.85100		 0.95390	ZU	           0.00	      14,378.52	      14,378.52
			8800	S	195500		1200012230	  1	-136,290.98	USD	-129,803.53	EUR	  0.85100		 0.95240	ZU	           0.00	      13,820.09	      13,820.09
			8800	S	195500		1200012244	  1	      42,645.43	USD	      40,340.44	EUR	  0.85100		 0.94595	ZU	           0.00	-4,049.24	-4,049.24
			8800	S	195500		1200012306	  1	-29.42	USD	-27.98	EUR	  0.85100		 0.95105	ZU	           0.00	           2.94	           2.94
			8800	S	195500		1200012308	  1	-0.01	USD	-0.01	EUR	  0.85100		 1.00000	ZU	           0.00	           0.00	           0.00
			8800	S	195500		1200012355	  1	          29.42	USD	          27.98	EUR	  0.85100		 0.95105	ZU	           0.00	-2.94	-2.94
			8800	S	195500		1200012357	  1	           0.01	USD	           0.01	EUR	  0.85100		 1.00000	ZU	           0.00	           0.00	           0.00
			8800	S	195500		1200012429	  1	          34.76	USD	          32.21	EUR	  0.85100		 0.92664	ZU	           0.00	-2.63	-2.63
			8800	S	195500		1200012431	  1	-0.01	USD	-0.01	EUR	  0.85100		 1.00000	ZU	           0.00	           0.00	           0.00
			8800	S	195500		1200012458	  2	     187,500.00	USD	     175,425.00	EUR	  0.85100		 0.93560	ZU	           0.00	-15,862.75	-15,862.75
			8800	S	195500		1200012474	  1	      40,554.63	USD	      37,539.39	EUR	  0.85100		 0.92565	ZU	           0.00	-3,027.45	-3,027.45
			8800	S	195500		1200012503	  4	     241,495.65	USD	     225,569.01	EUR	  0.85100		 0.93405	ZU	           0.00	-20,056.54	-20,056.54
			8800	S	195500		1200012515	  1	-1,102.67	USD	-1,031.66	EUR	  0.85100		 0.93560	ZU	           0.00	          93.29	          93.29
			8800	S	195500		1200012592	  4	   1,075,694.25	USD	   1,015,025.09	EUR	  0.85100		 0.94360	ZU	           0.00	-99,610.74	-99,610.74
			8800	S	195500		1200012660	  1	-20,771.51	USD	-19,678.93	EUR	  0.85100		 0.94740	ZU	           0.00	       2,002.40	       2,002.40
			8800	S	195500		1200012667	  1	-1,735,591.62	USD	-1,644,299.50	EUR	  0.85100		 0.94740	ZU	           0.00	     167,313.38	     167,313.38
			8800	S	195500		1200012709	  1	-68,032.36	USD	-64,276.97	EUR	  0.85100		 0.94480	ZU	           0.00	       6,381.52	       6,381.52
			8800	S	195500		1200012723	  1	-467,760.66	USD	-442,875.79	EUR	  0.85100		 0.94680	ZU	           0.00	      44,812.10	      44,812.10
			8800	S	195500		1200012737	  1	-9,902.51	USD	-9,320.24	EUR	  0.85100		 0.94120	ZU	           0.00	         893.22	         893.22
			8800	S	195500		1200012760	  1	-144,578.58	USD	-133,959.28	EUR	  0.85100		 0.92655	ZU	           0.00	      10,923.10	      10,923.10
			8800	S	195500		1200012802	  1	-64,528.94	USD	-61,089.55	EUR	  0.85100		 0.94670	ZU	           0.00	       6,175.51	       6,175.51
			8800	S	195500		1200012823	  1	          30.17	USD	          28.42	EUR	  0.85100		 0.94200	ZU	           0.00	-2.75	-2.75
			8800	S	195500		1200012888	  1	-38,347.01	USD	-36,471.84	EUR	  0.85100		 0.95110	ZU	           0.00	       3,838.59	       3,838.59
			8800	S	195500		1200012939	  1	     463,954.27	USD	     439,898.24	EUR	  0.85100		 0.94815	ZU	           0.00	-45,073.78	-45,073.78
			8800	S	195500		1200013002	  1	-1,035,728.46	USD	-973,222.25	EUR	  0.85100		 0.93965	ZU	           0.00	      91,818.73	      91,818.73
			8800	S	195500		1200013015	  1	         605.40	USD	         569.14	EUR	  0.85100		 0.94011	ZU	           0.00	-53.95	-53.95
			8800	S	195500		1200013094	  1	-122,617.76	USD	-113,470.48	EUR	  0.85100		 0.92540	ZU	           0.00	       9,122.93	       9,122.93
			8800	S	195500		1200013097	  4	     249,513.79	USD	     230,900.06	EUR	  0.85100		 0.92540	ZU	           0.00	-18,564.16	-18,564.16
			8800	S	195500		1200013119	  1	-616.16	USD	-570.19	EUR	  0.85100		 0.92539	ZU	           0.00	          45.84	          45.84
			8800	S	195500		1200013146	  1	     506,428.38	USD	     469,408.47	EUR	  0.85100		 0.92690	ZU	           0.00	-38,438.60	-38,438.60
			8800	S	195500		1200013168	  1	     115,229.32	USD	     106,062.83	EUR	  0.85100		 0.92045	ZU	           0.00	-8,002.83	-8,002.83
			8800	S	195500		1200013186	  1	-57,165.78	USD	-53,169.89	EUR	  0.85100		 0.93010	ZU	           0.00	       4,521.89	       4,521.89
			8800	S	195500		1200013225	  1	-252,526.47	USD	-235,922.85	EUR	  0.85100		 0.93425	ZU	           0.00	      21,023.17	      21,023.17
			8800	S	195500		1200013246	  1	-131,861.63	USD	-124,200.47	EUR	  0.85100		 0.94190	ZU	           0.00	      11,986.40	      11,986.40
			8800	S	195500		1200013312	  1	          26.74	USD	          24.98	EUR	  0.85100		 0.93418	ZU	           0.00	-2.22	-2.22
			8800	S	195500		1200013383	  1	       8,078.45	USD	       7,624.85	EUR	  0.85100		 0.94385	ZU	           0.00	-750.10	-750.10
			8800	S	195500		1200013404	  1	     118,170.25	USD	     111,481.81	EUR	  0.85100		 0.94340	ZU	           0.00	-10,919.09	-10,919.09
			8800	S	195500		1200013480	  4	      45,215.92	USD	      42,215.84	EUR	  0.85100		 0.93365	ZU	           0.00	-3,737.15	-3,737.15
			8800	S	195500		1200013496	  1	-132.99	USD	-124.17	EUR	  0.85100		 0.93368	ZU	           0.00	          11.00	          11.00
			8800	S	195500		1200013503	  1	     137,397.17	USD	     128,280.87	EUR	  0.85100		 0.93365	ZU	           0.00	-11,356.06	-11,356.06
			8800	S	195500		1200013521	  1	-20,360.21	USD	-18,948.23	EUR	  0.85100		 0.93065	ZU	           0.00	       1,621.72	       1,621.72
			8800	S	195500		1200013553	  1	     137,422.26	USD	     126,765.16	EUR	  0.85100		 0.92245	ZU	           0.00	-9,819.00	-9,819.00
			8800	S	195500		1200013571	  1	-263,438.24	USD	-242,244.63	EUR	  0.85100		 0.91955	ZU	           0.00	      18,059.04	      18,059.04
			8800	S	195500		1200013578	  1	-84,153.78	USD	-77,383.61	EUR	  0.85100		 0.91955	ZU	           0.00	       5,768.86	       5,768.86
			8800	S	195500		1200013583	  1	-2,583,219.00	USD	-2,359,124.75	EUR	  0.85100		 0.91325	ZU	           0.00	     160,808.88	     160,808.88
			8800	S	195500		1200013597	  1	-194.39	USD	-178.75	EUR	  0.85100		 0.91954	ZU	           0.00	          13.32	          13.32
			8800	S	195500		1200013645	  1	-251,519.43	USD	-234,982.03	EUR	  0.85100		 0.93425	ZU	           0.00	      20,939.34	      20,939.34
			8800	S	195500		1200013717	  1	           0.01	USD	           0.01	EUR	  0.85100		 1.00000	ZU	           0.00	           0.00	           0.00
			8800	S	195500		1200013722	  1	          29.65	USD	          27.19	EUR	  0.85100		 0.91703	ZU	           0.00	-1.96	-1.96
			8800	S	195500		1200013761	  1	     130,747.16	USD	     119,764.40	EUR	  0.85100		 0.91600	ZU	           0.00	-8,498.74	-8,498.74
			8800	S	195500		1200013849	  1	      25,716.84	USD	      23,664.64	EUR	  0.85100		 0.92020	ZU	           0.00	-1,779.64	-1,779.64
			8800	S	195500		1200013880	  4	   2,125,077.88	USD	   1,908,001.17	EUR	  0.85100		 0.89785	ZU	           0.00	-99,562.77	-99,562.77
			8800	S	195500		1200013903	  1	-14,755.65	USD	-13,248.36	EUR	  0.85100		 0.89785	ZU	           0.00	         691.32	         691.32
			8800	S	195500		1200013935	  1	      47,501.95	USD	      42,385.99	EUR	  0.85100		 0.89230	ZU	           0.00	-1,961.89	-1,961.89
			8800	S	195500		1200013968	  1	     134,196.10	USD	     119,904.22	EUR	  0.85100		 0.89350	ZU	           0.00	-5,703.52	-5,703.52
			8800	S	195500		1200013979	  1	-2,730,956.56	USD	-2,442,977.19	EUR	  0.85100		 0.89455	ZU	           0.00	     118,936.85	     118,936.85
			8800	S	195500		1200013984	  1	-20,466.64	USD	-18,308.43	EUR	  0.85100		 0.89455	ZU	           0.00	         891.35	         891.35
			8800	S	195500		1200014034	  1	-68,801.45	USD	-61,573.86	EUR	  0.85100		 0.89495	ZU	           0.00	       3,023.92	       3,023.92
			8800	S	195500		1200014062	  1	-249,013.05	USD	-228,519.28	EUR	  0.85100		 0.91770	ZU	           0.00	      16,609.51	      16,609.51
			8800	S	195500		1200014095	  1	-2,583,219.00	USD	-2,311,851.84	EUR	  0.85100		 0.89495	ZU	           0.00	     113,535.97	     113,535.97
			8800	S	195500		1200014156	  1	          27.22	USD	          24.22	EUR	  0.85100		 0.88979	ZU	           0.00	-1.06	-1.06
			8800	S	195500		1200014158	  1	-0.01	USD	-0.01	EUR	  0.85100		 1.00000	ZU	           0.00	           0.00	           0.00
			8800	S	195500		1200014233	  1	      73,919.03	USD	      65,617.92	EUR	  0.85100		 0.88770	ZU	           0.00	-2,712.93	-2,712.93
			8800	S	195500		1200014280	  1	-19.78	USD	-17.67	EUR	  0.85100		 0.89333	ZU	           0.00	           0.84	           0.84
			8800	S	195500		1200014311	  1	-36,179.45	USD	-32,094.79	EUR	  0.85100		 0.88710	ZU	           0.00	       1,306.13	       1,306.13
			8800	S	195500		1200014329	  1	-120.58	USD	-106.97	EUR	  0.85100		 0.88713	ZU	           0.00	           4.36	           4.36
			8800	S	195500		1200014389	  1	-21,048.31	USD	-18,881.39	EUR	  0.85100		 0.89705	ZU	           0.00	         969.31	         969.31
			8800	S	195500		1200014395	  4	     120,699.01	USD	     108,273.05	EUR	  0.85100		 0.89705	ZU	           0.00	-5,558.36	-5,558.36
			8800	S	195500		1200014411	  1	      24,817.53	USD	      22,262.57	EUR	  0.85100		 0.89705	ZU	           0.00	-1,142.89	-1,142.89
			8800	S	195500		1200014442	  1	     770,887.09	USD	     691,023.19	EUR	  0.85100		 0.89640	ZU	           0.00	-34,999.32	-34,999.32
			8800	S	195500		1200014477	  1	     140,447.39	USD	     124,169.54	EUR	  0.85100		 0.88410	ZU	           0.00	-4,649.00	-4,649.00
			8800	S	195500		1200014486	  1	-1,291,609.00	USD	-1,141,911.52	EUR	  0.85100		 0.88410	ZU	           0.00	      42,754.01	      42,754.01
			8800	S	195500		1200014545	  1	-285,395.56	USD	-253,973.51	EUR	  0.85100		 0.88990	ZU	           0.00	      11,102.27	      11,102.27
			8800	S	195500		1200014607	  1	          31.55	USD	          27.62	EUR	  0.85100		 0.87544	ZU	           0.00	-0.77	-0.77
			8800	S	195500		1200014659	  1	-341,225.59	USD	-300,943.91	EUR	  0.85100		 0.88195	ZU	           0.00	      10,561.39	      10,561.39
			8800	S	195500		1200014716	  4	      12,166.18	USD	      10,653.32	EUR	  0.85100		 0.87565	ZU	           0.00	-299.92	-299.92
			8800	S	195500		1200014737	  1	      73,995.74	USD	      64,794.37	EUR	  0.85100		 0.87565	ZU	           0.00	-1,824.10	-1,824.10
			8800	S	195500		1200014770	  1	-10,805.60	USD	-9,420.86	EUR	  0.85100		 0.87185	ZU	           0.00	         225.31	         225.31
			8800	S	195500		1200014801	  4	   4,672,705.20	USD	   4,055,674.48	EUR	  0.85100		 0.86795	ZU	           0.00	-79,208.68	-79,208.68
			8800	S	195500		1200014850	  1	     380,524.11	USD	     326,318.45	EUR	  0.85100		 0.85755	ZU	           0.00	-2,492.95	-2,492.95
			8800	S	195500		1200014870	  1	-3,634.51	USD	-3,122.95	EUR	  0.85100		 0.85925	ZU	           0.00	          29.99	          29.99
			8800	S	195500		1200014891	  1	-413,553.69	USD	-355,676.85	EUR	  0.85100		 0.86005	ZU	           0.00	       3,743.22	       3,743.22
			8800	S	195500		1200014939	  1	     121,488.70	USD	     104,158.34	EUR	  0.85100		 0.85735	ZU	           0.00	-771.62	-771.62
			8800	S	195500		1200014956	  1	-16,733.41	USD	-14,240.13	EUR	  0.85100		 0.85100	ZU	           0.00	           0.02	           0.02
			8800	S	195500		1200014980	  1	-370,262.92	USD	-323,961.54	EUR	  0.85100		 0.87495	ZU	           0.00	       8,868.30	       8,868.30
			8800	S	195500		1200004359	  1	-2,146.00	CHF	-1,975.93	EUR	  0.87840		 0.92075	ZU	           0.00	          90.88	          90.88
			8800	S	195500		1200004389	  1	-1,471.45	CHF	-1,345.17	EUR	  0.87840		 0.91418	ZU	           0.00	          52.65	          52.65
			8800	S	195500		1200004441	  2	      47,881.70	CHF	      43,935.46	EUR	  0.87840		 0.91758	ZU	           0.00	-1,876.14	-1,876.14
			8800	S	195500		1200004514	  1	-1,100.00	CHF	-1,015.47	EUR	  0.87840		 0.92315	ZU	           0.00	          49.23	          49.23
			8800	S	195500		1200004575	  1	-1,991.72	CHF	-1,843.87	EUR	  0.87840		 0.92577	ZU	           0.00	          94.34	          94.34
			8800	S	195500		1200004596	  2	     156,451.75	CHF	     144,489.29	EUR	  0.87840		 0.92354	ZU	           0.00	-7,061.95	-7,061.95
			8800	S	195500		1200004639	  4	      40,725.15	CHF	      37,794.66	EUR	  0.87840		 0.92804	ZU	           0.00	-2,021.66	-2,021.66
			8800	S	195500		1200004759	  2	     430,794.04	CHF	     397,983.64	EUR	  0.87840		 0.92384	ZU	           0.00	-19,573.81	-19,573.81
			8800	S	195500		1200004835	  1	-877.00	CHF	-808.98	EUR	  0.87840		 0.92244	ZU	           0.00	          38.62	          38.62
			8800	S	195500		1200004948	  2	     974,976.63	CHF	     899,834.87	EUR	  0.87840		 0.92293	ZU	           0.00	-43,414.61	-43,414.61
			8800	S	195500		1200005014	  2	          42.75	CHF	          39.27	EUR	  0.87840		 0.91860	ZU	           0.00	-1.72	-1.72
			8800	S	195500		1200005015	  1	-1,000,000.00	CHF	-919,420.87	EUR	  0.87840		 0.91942	ZU	           0.00	      41,020.07	      41,020.07
			8800	S	195500		1200005101	  1	-2,337.20	CHF	-2,147.39	EUR	  0.87840		 0.91879	ZU	           0.00	          94.39	          94.39
			8800	S	195500		1200005118	  2	     783,596.12	CHF	     720,363.51	EUR	  0.87840		 0.91930	ZU	           0.00	-32,052.05	-32,052.05
			8800	S	195500		1200005212	  1	-300,000.00	CHF	-274,208.28	EUR	  0.87840		 0.91403	ZU	           0.00	      10,688.04	      10,688.04
			8800	S	195500		1200005259	  2	   1,916,842.79	CHF	   1,749,804.72	EUR	  0.87840		 0.91286	ZU	           0.00	-66,048.47	-66,048.47
			8800	S	195500		1200005279	  4	      60,929.15	CHF	      55,676.64	EUR	  0.87840		 0.91379	ZU	           0.00	-2,156.43	-2,156.43
			8800	S	195500		1200005361	  2	     174,181.62	CHF	     158,822.23	EUR	  0.87840		 0.91182	ZU	           0.00	-5,820.96	-5,820.96
			8800	S	195500		1200005416	  4	      50,142.90	CHF	      45,334.54	EUR	  0.87840		 0.90411	ZU	           0.00	-1,288.98	-1,288.98
			8800	S	195500		1200005598	  2	      40,429.27	CHF	      36,315.30	EUR	  0.87840		 0.89824	ZU	           0.00	-802.20	-802.20
			8800	S	195500		1200005663	  1	-1,100.00	CHF	-1,000.79	EUR	  0.87840		 0.90981	ZU	           0.00	          34.55	          34.55
			8800	S	195500		1200005737	  2	     111,516.62	CHF	     101,395.34	EUR	  0.87840		 0.90924	ZU	           0.00	-3,439.05	-3,439.05
			8800	S	195500		1200005777	  4	      65,000.00	CHF	      58,767.12	EUR	  0.87840		 0.90411	ZU	           0.00	-1,671.07	-1,671.07
			8800	S	195500		1200005827	  1	           2.00	CHF	           1.81	EUR	  0.87840		 0.90500	ZU	           0.00	-0.05	-0.05
			8800	S	195500		1200005829	  1	-1.00	CHF	-0.91	EUR	  0.87840		 0.91000	ZU	           0.00	           0.03	           0.03
			8800	S	195500		1200005848	  2	      28,604.90	CHF	      25,950.36	EUR	  0.87840		 0.90720	ZU	           0.00	-823.79	-823.79
			8800	S	195500		1200005851	  1	         590.40	CHF	         535.61	EUR	  0.87840		 0.90720	ZU	           0.00	-17.00	-17.00
			8800	S	195500		1200005914	  1	-41,840.15	CHF	-38,492.77	EUR	  0.87840		 0.92000	ZU	           0.00	       1,740.35	       1,740.35
			8800	S	195500		1200005933	  2	      27,742.20	CHF	      25,522.71	EUR	  0.87840		 0.92000	ZU	           0.00	-1,153.94	-1,153.94
			8800	S	195500		1200006061	  2	           5.00	CHF	           4.62	EUR	  0.87840		 0.92400	ZU	           0.00	-0.23	-0.23
			8800	S	195500		1200006079	  1	          20.76	CHF	          19.18	EUR	  0.87840		 0.92389	ZU	           0.00	-0.94	-0.94
			8800	S	195500		1200006108	  2	     271,745.68	CHF	     250,599.64	EUR	  0.87840		 0.92218	ZU	           0.00	-11,898.02	-11,898.02
			8800	S	195500		1200006150	  1	-270.67	CHF	-249.23	EUR	  0.87840		 0.92079	ZU	           0.00	          11.47	          11.47
